timestamp,open,high,low,close,volume
2018-10-08T02:35:00.000Z,6563.0,6563.5,6563.0,6563.0,531616
2018-10-08T02:40:00.000Z,6563.0,6563.5,6563.0,6563.0,773432
2018-10-08T02:45:00.000Z,6563.0,6563.5,6563.0,6563.0,1781140
2018-10-08T02:50:00.000Z,6563.0,6563.5,6563.0,6563.0,1029726
2018-10-08T02:55:00.000Z,6563.0,6563.5,6563.0,6563.0,425816
2018-10-08T03:00:00.000Z,6563.0,6563.5,6563.0,6563.5,255924
2018-10-08T03:05:00.000Z,6563.5,6563.5,6563.0,6563.5,538551
2018-10-08T03:10:00.000Z,6563.5,6563.5,6563.0,6563.5,367849
2018-10-08T03:15:00.000Z,6563.5,6563.5,6563.0,6563.5,287090
2018-10-08T03:20:00.000Z,6563.5,6563.5,6563.0,6563.5,244875
2018-10-08T03:25:00.000Z,6563.5,6563.5,6563.0,6563.0,731587
2018-10-08T03:30:00.000Z,6563.0,6563.5,6563.0,6563.0,173330
2018-10-08T03:35:00.000Z,6563.0,6563.5,6561.0,6561.5,8577411
2018-10-08T03:40:00.000Z,6561.5,6561.5,6558.5,6559.0,2716341
2018-10-08T03:45:00.000Z,6559.0,6559.0,6556.0,6556.0,4737729
2018-10-08T03:50:00.000Z,6556.0,6558.0,6556.0,6558.0,2056461
2018-10-08T03:55:00.000Z,6558.0,6558.0,6556.0,6556.0,1453760
2018-10-08T04:00:00.000Z,6556.0,6556.5,6556.0,6556.0,1152846
2018-10-08T04:05:00.000Z,6556.0,6559.0,6556.0,6559.0,2694582
2018-10-08T04:10:00.000Z,6559.0,6560.0,6558.5,6560.0,3859340
2018-10-08T04:15:00.000Z,6560.0,6560.5,6559.5,6560.0,2824807
2018-10-08T04:20:00.000Z,6560.0,6560.5,6560.0,6560.5,1060502
2018-10-08T04:25:00.000Z,6560.5,6560.5,6560.0,6560.0,350015
2018-10-08T04:30:00.000Z,6560.0,6560.5,6560.0,6560.5,556314
2018-10-08T04:35:00.000Z,6560.5,6560.5,6559.5,6560.0,1207793
2018-10-08T04:40:00.000Z,6560.0,6560.0,6559.5,6559.5,118824
2018-10-08T04:45:00.000Z,6559.5,6560.0,6559.5,6560.0,543132
2018-10-08T04:50:00.000Z,6560.0,6560.0,6559.5,6560.0,1832574
2018-10-08T04:55:00.000Z,6560.0,6560.0,6559.5,6559.5,481576
